,img_coding,num_layer,num_cell,start_cell_dim,parameter_num,acc,f-1_score,roc_auc_score,time
201,"['trrp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk']",2,3,15,65830,78.41726618705036,0,0.6756868131868132,133
202,"['rp', 'trrp', 'gas', 'gad', 'trgad', 'mk', 'ctwav']",2,2,15,47674,79.85611510791367,0,0.6663461538461538,101
203,"['rerp', 'trrp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'mk']",2,1,15,31086,74.82014388489209,0,0.6326923076923077,65
204,"['rp', 'gas', 'trgas', 'gad', 'trgad', 'mk', 'remk', 'ctwav']",3,1,21,216608,74.10071942446044,0,0.6563186813186813,90
205,"['rp', 'rerp', 'gas', 'trgas', 'regad', 'trgad', 'mk']",2,2,23,101846,79.13669064748201,0,0.6520604395604396,97
206,"['rp', 'trrp', 'regas', 'trgas', 'regad', 'remk', 'ctwav']",2,1,13,23882,76.97841726618705,0,0.5902472527472528,64
207,"['rp', 'gas', 'regas', 'remk', 'trmk', 'ctwav']",3,2,13,144068,73.38129496402878,0,0.5946428571428571,134
208,"['rp', 'trrp', 'gas', 'trgas', 'trgad', 'mk']",2,3,13,49900,73.38129496402878,0,0.6989010989010987,130
209,"['rp', 'gas', 'regas', 'ctwav']",2,1,22,50662,77.6978417266187,0,0.6519230769230769,65
210,"['gas', 'regad', 'trgad', 'mk', 'remk', 'trmk']",4,1,14,352238,73.38129496402878,0,0.5756868131868131,114
211,"['rp', 'gas', 'regad', 'trgad', 'mk', 'remk', 'trmk']",4,1,14,352924,77.6978417266187,0,0.661401098901099,112
212,"['rerp', 'trgas', 'regad', 'mk', 'remk']",3,2,19,288432,75.53956834532374,0,0.6185439560439562,129
213,"['trrp', 'gas', 'trgas', 'regad', 'trgad', 'mk', 'trmk', 'ctwav']",4,2,22,1404008,78.41726618705036,0,0.6282967032967033,66
214,"['rerp', 'trrp', 'gas', 'regas', 'regad', 'trgad', 'mk', 'remk']",2,3,23,141560,73.38129496402878,0,0.5756868131868131,129
215,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",4,1,15,461822,73.38129496402878,0,0.5946428571428571,129
216,"['trrp', 'gas', 'regad', 'trgad', 'remk']",2,3,23,138032,75.53956834532374,0,0.5806318681318682,129
217,"['rerp', 'trrp', 'regas', 'regad', 'trgad', 'remk']",3,2,21,348888,75.53956834532374,0,0.5711538461538461,129
218,"['trrp', 'gas', 'regas', 'trgad', 'mk', 'ctwav']",3,1,21,214452,78.41726618705036,0,0.6282967032967033,88
219,"['rp', 'rerp', 'trgas', 'trgad', 'mk']",2,3,18,79331,80.57553956834532,0,0.6901098901098902,125
220,"['trrp', 'regas', 'regad', 'trgad', 'remk']",3,3,20,399767,73.38129496402878,0,0.5946428571428571,172
221,"['trrp', 'gas', 'regas', 'regad', 'trgad', 'mk', 'remk']",2,3,22,118740,76.2589928057554,0,0.6707417582417583,128
222,"['rp', 'rerp', 'trrp', 'regas', 'gad', 'regad', 'trgad', 'mk', 'remk']",2,3,19,101107,74.82014388489209,0,0.5568681318681319,130
223,"['trgas', 'gad', 'regad', 'remk', 'trmk']",2,2,15,46106,64.74820143884892,0,0.6127747252747253,96
224,"['trrp', 'regad', 'trgad', 'remk']",2,3,20,96207,76.2589928057554,0,0.6138736263736263,125
225,"['rp', 'regad', 'trgad', 'remk']",2,3,20,96207,75.53956834532374,0,0.6375,124
226,"['rp', 'rerp', 'trgas', 'trgad']",2,1,18,34755,69.7841726618705,0,0.6559065934065934,63
227,"['rp', 'gas', 'trgas', 'gad', 'trgad', 'mk', 'ctwav']",2,3,18,81095,76.97841726618705,0,0.6376373626373627,129
228,"['rerp', 'gas', 'gad', 'trgad', 'mk', 'remk']",2,3,16,64262,73.38129496402878,0,0.6230769230769231,128
229,"['rp', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'ctwav']",2,2,24,101846,76.97841726618705,0,0.6281593406593406,96
230,"['trrp', 'gas', 'regas', 'trgas', 'trgad', 'mk']",4,3,17,1303295,75.53956834532374,0,0.628021978021978,87
231,"['rp', 'rerp', 'trrp', 'trgas', 'gad', 'regad', 'trgad', 'remk', 'trmk']",3,3,12,149189,74.82014388489209,0,0.6421703296703297,184
232,"['rp', 'trrp', 'gas', 'gad', 'trgad', 'remk', 'trmk']",3,1,16,116174,77.6978417266187,0,0.6140109890109889,89
233,"['gas', 'gad', 'trgad', 'remk']",4,1,21,859888,76.97841726618705,0,0.6092032967032966,110
234,"['rp', 'trrp', 'gas', 'trgas', 'trgad', 'mk']",4,2,15,745226,76.97841726618705,0,0.6281593406593406,153
235,"['regas', 'trgas', 'mk', 'remk', 'trmk', 'ctwav']",2,1,12,17675,77.6978417266187,0,0.604532967032967,62
236,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",3,1,21,221998,75.53956834532374,0,0.6848901098901097,93
237,"['rp', 'trrp', 'gas', 'regas', 'trgas', 'regad', 'mk', 'ctwav']",4,2,12,422912,74.82014388489209,0,0.6042582417582418,156
238,"['rerp', 'trrp', 'gas', 'trgas', 'mk', 'ctwav']",4,1,24,1024604,71.94244604316546,0,0.5850274725274726,43
239,"['rp', 'rerp', 'trrp', 'gas', 'ctwav']",2,2,17,57484,74.82014388489209,0,0.5473901098901098,94
240,"['rerp', 'regas', 'gad', 'trgad', 'mk', 'trmk']",4,1,23,1024604,75.53956834532374,0,0.5806318681318682,44
241,"['rp', 'rerp', 'trgas', 'regad', 'trgad', 'mk']",2,3,21,117662,77.6978417266187,0,0.576098901098901,129
242,"['rp', 'gas', 'trgas', 'regad', 'trgad', 'remk', 'trmk']",4,1,14,352924,74.82014388489209,0,0.6042582417582418,111
243,"['rp', 'trrp', 'gas', 'trgas', 'trgad', 'remk', 'trmk']",4,1,14,352924,72.66187050359713,0,0.6087912087912088,109
244,"['rp', 'gas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",3,2,22,351044,77.6978417266187,0,0.595054945054945,133
245,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'mk', 'remk', 'trmk', 'ctwav']",4,2,17,944722,72.66187050359713,0,0.5708791208791207,179
246,"['rp', 'regad', 'trgad', 'remk', 'trmk', 'ctwav']",4,1,14,352238,75.53956834532374,0,0.656456043956044,112
247,"['rp', 'rerp', 'trgas', 'trgad', 'mk']",2,2,15,46106,76.2589928057554,0,0.6233516483516485,94
248,"['rerp', 'trrp', 'regas', 'trgas', 'gad', 'regad', 'ctwav']",2,3,17,81095,72.66187050359713,0,0.6182692307692308,128
249,"['trrp', 'gas', 'trgas', 'remk', 'trmk', 'ctwav']",2,2,19,71252,74.82014388489209,0,0.5663461538461538,95
250,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,24,146264,76.2589928057554,0,0.6423076923076922,131
251,"['rp', 'trrp', 'trgas', 'trgad', 'mk']",2,3,15,63478,76.97841726618705,0,0.5997252747252747,126
252,"['gas', 'regas', 'trgas', 'regad', 'mk', 'remk', 'trmk', 'ctwav']",4,3,20,1608707,74.82014388489209,0,0.5947802197802197,94
253,"['rp', 'gad', 'trgad', 'remk']",3,1,15,113822,74.82014388489209,0,0.6421703296703297,88
254,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trmk', 'ctwav']",3,1,19,181017,71.94244604316546,0,0.5755494505494506,91
255,"['trrp', 'gas', 'regas', 'gad', 'trgad', 'mk', 'remk']",2,2,23,101846,79.85611510791367,0,0.6379120879120879,98
256,"['rp', 'gas', 'trgad', 'remk', 'trmk']",4,1,14,351552,76.97841726618705,0,0.6471153846153846,110
257,"['rerp', 'trrp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'mk', 'ctwav']",3,3,16,260934,73.38129496402878,0,0.5851648351648351,183
258,"['rp', 'rerp', 'trrp', 'trgad', 'mk']",2,3,18,79331,75.53956834532374,0,0.6754120879120878,127
259,"['rp', 'trrp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'mk', 'trmk', 'ctwav']",2,2,22,89552,77.6978417266187,0,0.6803571428571429,103
260,"['rp', 'gas', 'regas', 'regad', 'mk', 'remk']",2,1,15,29518,78.41726618705036,0,0.6282967032967033,63
261,"['rp', 'trrp', 'gas', 'trgas', 'trgad', 'mk', 'ctwav']",2,3,15,65046,79.85611510791367,0,0.6284340659340658,128
262,"['rerp', 'trrp', 'gas', 'regas', 'gad', 'trgad', 'mk', 'remk']",2,3,23,141560,79.85611510791367,0,0.6853021978021978,128
263,"['rerp', 'trrp', 'gas', 'regas', 'gad', 'trgad', 'mk', 'ctwav']",2,1,23,64484,78.41726618705036,0,0.6188186813186812,63
264,"['rerp', 'trgas', 'trgad', 'mk']",2,1,18,34755,75.53956834532374,0,0.5616758241758242,64
265,"['rerp', 'regas', 'trgad', 'mk']",2,2,20,69292,77.6978417266187,0,0.6803571428571429,99
266,"['rp', 'regas', 'trgad', 'trmk']",3,2,20,287452,76.2589928057554,0,0.6423076923076922,137
267,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'mk']",2,3,20,99147,79.13669064748201,0,0.6520604395604396,127
268,"['trrp', 'gas', 'regas', 'regad', 'trgad', 'remk', 'ctwav']",2,3,23,140384,78.41726618705036,0,0.6377747252747253,130
269,"['rerp', 'trrp', 'regas', 'regad', 'ctwav']",4,2,23,1665398,76.2589928057554,0,0.6138736263736263,67
270,"['trrp', 'trgas', 'gad', 'mk']",4,1,23,1022252,76.97841726618705,0,0.6471153846153846,45
271,"['trrp', 'gas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",4,1,23,1026956,76.2589928057554,0,0.5664835164835165,47
272,"['rerp', 'gas', 'regad', 'trmk', 'ctwav']",4,2,20,1159192,70.50359712230215,0,0.518543956043956,63
273,"['rp', 'gas', 'regas', 'regad', 'trgad', 'remk', 'trmk']",4,1,14,352924,78.41726618705036,0,0.6377747252747253,108
274,"['trrp', 'regas', 'regad', 'trgad', 'remk', 'ctwav']",3,2,21,348888,74.82014388489209,0,0.5853021978021977,132
275,"['rerp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",3,2,24,418814,76.97841726618705,0,0.6565934065934066,134
276,"['trrp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'mk', 'remk']",3,3,23,576272,78.41726618705036,0,0.6567307692307692,168
277,"['rerp', 'trrp', 'gas', 'regas', 'regad', 'trmk', 'ctwav']",4,1,15,459470,74.82014388489209,0,0.6042582417582418,109
278,"['rp', 'rerp', 'gas', 'regas', 'mk', 'trmk', 'ctwav']",2,1,23,63308,76.97841726618705,0,0.5618131868131867,67
279,"['trrp', 'regas', 'gad', 'mk', 'remk']",3,2,12,106244,74.10071942446044,0,0.6089285714285715,141
280,"['rerp', 'trgas', 'trgad', 'mk']",2,3,18,78449,77.6978417266187,0,0.576098901098901,133
281,"['trrp', 'gas', 'regas', 'gad', 'trgad', 'mk', 'remk', 'trmk']",2,3,23,141560,77.6978417266187,0,0.623489010989011,129
282,"['rp', 'trrp', 'regas', 'trgas', 'trgad', 'mk', 'remk']",2,2,23,101846,75.53956834532374,0,0.5901098901098901,98
283,"['rp', 'rerp', 'trrp', 'regas', 'regad', 'mk', 'remk', 'trmk']",4,2,21,1404008,74.10071942446044,0,0.5710164835164835,66
284,"['rp', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk']",2,1,23,63308,76.97841726618705,0,0.6850274725274725,63
285,"['rp', 'rerp', 'trrp', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",4,3,23,2310896,75.53956834532374,0,0.609065934065934,93
286,"['rp', 'trrp', 'gas', 'trgas', 'regad', 'mk', 'remk', 'ctwav']",3,3,20,402707,71.94244604316546,0,0.5850274725274726,169
287,"['trrp', 'gas', 'gad', 'trgad', 'mk', 'remk']",2,3,23,139208,76.2589928057554,0,0.6233516483516485,124
288,"['gas', 'regad', 'trgad', 'remk', 'trmk']",4,1,18,578211,75.53956834532374,0,0.599587912087912,111
289,"['rp', 'rerp', 'trgas', 'trgad', 'mk', 'trmk']",2,3,18,80213,75.53956834532374,0,0.599587912087912,127
290,"['rp', 'gas', 'trgas', 'regad', 'trgad', 'mk', 'trmk']",2,3,18,81095,76.2589928057554,0,0.6517857142857143,126
291,"['rp', 'trrp', 'gas', 'regas', 'trgas', 'trgad', 'mk']",2,3,15,65046,72.66187050359713,0,0.5614010989010989,133
292,"['rp', 'trrp', 'regas', 'trgas', 'trmk']",2,2,21,84162,75.53956834532374,0,0.5521978021978021,98
293,"['rp', 'trrp', 'gas', 'trgas', 'trgad', 'mk']",2,3,17,80213,78.41726618705036,0,0.6377747252747253,130
294,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'trmk', 'ctwav']",4,1,22,866356,77.6978417266187,0,0.642445054945055,123
295,"['rerp', 'trrp', 'gas', 'regas', 'regad', 'trgad', 'mk', 'ctwav']",3,1,15,116958,66.90647482014388,0,0.5798076923076922,90
296,"['rp', 'rerp', 'trrp', 'gas', 'gad', 'regad', 'trgad', 'ctwav']",3,1,14,90466,74.10071942446044,0,0.6563186813186813,89
297,"['rp', 'rerp', 'regas', 'regad', 'mk', 'ctwav']",4,3,14,791746,71.94244604316546,0,0.5755494505494506,234
298,"['rp', 'trrp', 'gas', 'gad', 'regad', 'trgad', 'mk', 'ctwav']",4,1,14,353610,79.85611510791367,0,0.675824175824176,116
299,"['rp', 'rerp', 'trrp', 'trgas', 'gad', 'trgad', 'trmk', 'ctwav']",2,1,13,24568,76.2589928057554,0,0.6233516483516485,63
300,"['regas', 'trgas', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",3,3,12,149189,76.97841726618705,0,0.6660714285714285,185
301,"['trrp', 'regas', 'regad', 'trgad', 'remk']",3,3,21,482246,74.82014388489209,0,0.6042582417582418,165
