,channel_num,img_coding,num_layer,num_cell,start_cell_dim,parameter_num,acc,error_rate
41,5,"['rerp', 'rp', 'regad', 'trgad', 'trgas']",[2],[2],[96],1492956,72.05128205128206,0.2794871794871795
61,5,"['regas', 'trrp', 'rerp', 'gad', 'trgas']",[4],[1],[8],117970,72.05128205128206,0.2794871794871795
