,img_coding,num_layer,num_cell,start_cell_dim,parameter_num,acc,f-1_score,roc_auc_score,time
366,"['rp', 'gas', 'regas', 'trgas', 'remk', 'ctwav']",3,2,91,5979002,80.16666666666667,0.7973339122344146,0,84
367,"['rp', 'rerp', 'regas', 'gad', 'trgad', 'remk', 'ctwav']",3,2,91,5983510,81.0,0.8032685743721886,0,93
368,"['rerp', 'regas', 'trgas', 'gad', 'remk', 'trmk']",4,1,32,1842804,79.0,0.7825054398869853,0,72
369,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'remk']",3,1,94,3826588,80.83333333333333,0.8037294857891842,0,67
370,"['trrp', 'regas', 'gad', 'mk', 'remk']",3,2,14,149124,72.66666666666667,0.7196834470911397,0,144
371,"['rp', 'trrp', 'regas', 'trgas', 'trgad', 'mk', 'remk']",2,2,84,1167450,78.33333333333333,0.7773132252924284,0,74
372,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'remk']",3,2,95,6515628,81.5,0.8103558339939076,0,98
373,"['rp', 'rerp', 'trrp', 'regas', 'regad', 'mk', 'remk', 'trmk']",4,2,75,16645922,78.83333333333333,0.7808267764825174,0,105
374,"['rp', 'rerp', 'gas', 'regas']",4,2,86,21276846,80.83333333333333,0.8037281934200767,0,105
375,"['rerp', 'trrp', 'regas', 'trgas', 'gad', 'mk', 'ctwav']",3,2,87,5478368,81.83333333333333,0.8108481758628143,0,93
376,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'ctwav']",3,1,86,3209902,80.16666666666667,0.7963185043520217,0,74
377,"['rp', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk']",2,1,85,737574,73.66666666666667,0.7301451869462647,0,86
378,"['rp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'mk', 'trmk', 'ctwav']",2,1,16,34712,48.833333333333336,0.4378692193889572,0,79
379,"['rp', 'trrp', 'gas', 'trgas', 'regad', 'mk', 'remk', 'ctwav']",3,3,68,4559681,78.16666666666667,0.774138210766963,0,108
380,"['rp', 'rerp', 'gas', 'trgas', 'trgad', 'mk', 'remk', 'trmk']",4,2,81,19365876,80.16666666666667,0.794317830488412,0,106
381,"['rp', 'trrp', 'gas', 'trgas', 'mk', 'remk', 'trmk', 'ctwav']",4,1,78,10789000,79.83333333333333,0.7925108879594006,0,81
382,"['rp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'remk', 'trmk', 'ctwav']",3,3,35,1299453,74.16666666666667,0.7336663127134254,0,137
383,"['rp', 'trrp', 'gas', 'trgas', 'remk']",2,1,28,86461,57.833333333333336,0.5425241277060902,0,85
384,"['rp', 'trrp', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,21,126938,59.666666666666664,0.579693827122771,0,151
385,"['regas', 'gad', 'trgad', 'remk', 'ctwav']",2,2,18,60674,48.333333333333336,0.4447099671035601,0,116
386,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,1,88,3363486,82.66666666666667,0.8240577249361069,0,69
387,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,1,89,3515887,82.33333333333333,0.8196074173330197,0,69
388,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'gad', 'regad', 'trgad', 'remk', 'trmk']",2,1,95,926916,76.16666666666667,0.7556895603249113,0,79
389,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'gad', 'trgad', 'mk', 'ctwav']",4,1,69,8704192,80.66666666666667,0.8010773473571293,0,82
390,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,1,94,3826588,82.33333333333333,0.8182938115264135,0,67
391,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,1,94,3826588,81.0,0.8030099837059388,0,67
392,"['rp', 'trrp', 'gas', 'regas', 'gad', 'remk', 'trmk']",3,2,91,5983510,81.16666666666667,0.8064010320256114,0,85
393,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'remk']",3,1,94,3835800,80.5,0.8006590002223106,0,75
394,"['trrp', 'regas', 'gad', 'trgad', 'mk']",4,2,73,15773714,79.16666666666667,0.7831293079698652,0,107
395,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'remk']",3,1,84,3072591,80.0,0.7950116898526509,0,71
396,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,2,86,5242232,81.5,0.8121999519564804,0,91
397,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'gad', 'mk', 'remk']",3,1,94,3826588,81.83333333333333,0.8131260385803055,0,67
398,"['trrp', 'regas', 'gad', 'regad', 'trgad', 'trmk']",2,2,55,527832,73.0,0.726272032863123,0,116
399,"['rerp', 'gas', 'regas', 'remk', 'trmk', 'ctwav']",4,2,86,21285274,80.0,0.7930709101849228,0,120
400,"['rerp', 'trgad', 'mk', 'remk', 'trmk']",3,3,42,1751721,75.33333333333333,0.7460408660135575,0,130
401,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'regad', 'trmk', 'ctwav']",4,2,65,12572366,80.5,0.7998723850706957,0,138
402,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk']",3,1,94,3835800,82.0,0.816854124609879,0,76
403,"['rp', 'trrp', 'gad', 'regad', 'trmk', 'ctwav']",2,3,87,1781730,74.33333333333333,0.7365223175517294,0,89
404,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'trgad', 'remk', 'trmk', 'ctwav']",3,1,94,3835800,81.83333333333333,0.8120748212205675,0,70
405,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,2,94,6253268,82.83333333333333,0.8239044969636121,0,93
406,"['trrp', 'gas', 'regas', 'trgas', 'gad', 'mk']",3,3,83,6926637,81.33333333333333,0.8084398197349133,0,109
407,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'remk', 'ctwav']",4,1,38,2589788,80.33333333333333,0.7976893728698592,0,83
408,"['rp', 'rerp', 'regas', 'trgas', 'remk']",4,2,37,4190300,80.83333333333333,0.8026249293212881,0,108
409,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'mk', 'remk', 'ctwav']",3,1,87,3367798,81.66666666666667,0.8104606458848281,0,79
410,"['rp', 'rerp', 'regas', 'trgad', 'remk', 'ctwav']",4,2,51,7817454,80.66666666666667,0.8021663120448809,0,112
411,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'mk', 'remk', 'ctwav']",3,1,88,3367798,81.5,0.8103297579924649,0,74
412,"['gas', 'regas', 'trgas', 'gad', 'regad', 'mk', 'remk']",4,3,34,4648955,78.0,0.7711652681928515,0,146
413,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,1,87,3363486,80.33333333333333,0.7971984541692667,0,70
414,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'gad', 'remk', 'trmk', 'ctwav']",3,3,51,2683169,80.83333333333333,0.8032539786943137,0,127
415,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,1,88,3363486,81.0,0.8061880732148289,0,71
416,"['rp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk', 'ctwav']",3,1,89,3515887,80.0,0.795327718786899,0,67
417,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'trmk', 'ctwav']",3,2,94,6257874,82.16666666666667,0.8185254716890872,0,92
418,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",4,2,93,25428328,80.83333333333333,0.8050718590859592,0,127
419,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,2,94,6248662,82.0,0.8153031958270214,0,98
420,"['trrp', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk']",4,2,29,2625164,77.66666666666667,0.7692248363606666,0,105
421,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'ctwav']",2,1,12,20997,30.5,0.22223503890167404,0,84
422,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,2,93,6253268,82.83333333333333,0.8268683929751368,0,95
423,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'remk']",3,2,94,6248662,82.33333333333333,0.8209264270787021,0,91
424,"['rp', 'rerp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'remk']",3,1,90,3511477,81.66666666666667,0.8112560580114759,0,67
425,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'mk']",3,2,93,6253268,81.66666666666667,0.8113367676081366,0,92
426,"['rerp', 'gas', 'regas', 'trgas', 'gad', 'remk', 'trmk']",3,3,56,3101130,80.83333333333333,0.8037615203629471,0,110
427,"['rerp', 'trrp', 'gas', 'trgas', 'regad', 'mk', 'remk', 'trmk']",3,3,53,2888046,78.66666666666667,0.7821771189206241,0,110
428,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'ctwav']",3,2,94,6248662,81.66666666666667,0.8111740172813332,0,84
429,"['rerp', 'regas', 'trgas', 'gad', 'regad', 'remk', 'ctwav']",4,3,43,7760263,80.0,0.7926283638675279,0,147
430,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'ctwav']",3,2,93,6257874,81.66666666666667,0.8128863906480341,0,109
431,"['rp', 'trgas', 'gad', 'trgad', 'mk', 'remk']",2,2,42,302816,72.66666666666667,0.7181129225017365,0,116
432,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'gad', 'trgad', 'remk']",4,1,87,13715014,80.33333333333333,0.7978732386165756,0,69
433,"['rerp', 'gas', 'trgas', 'regad', 'mk', 'ctwav']",3,3,46,2099096,74.66666666666667,0.7419871485811832,0,110
434,"['rerp', 'trrp', 'gas', 'trgas', 'gad', 'trgad', 'ctwav']",2,1,87,771270,72.0,0.7026302000483127,0,85
435,"['rp', 'trrp', 'trgas', 'regad', 'remk', 'trmk']",4,1,47,4110480,77.33333333333333,0.7651257964215631,0,93
436,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'gad', 'trgad', 'remk']",3,1,88,3359174,81.33333333333333,0.8099538732041985,0,66
437,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'ctwav']",3,1,88,3363486,82.33333333333333,0.8164642323620651,0,71
438,"['trrp', 'regas', 'gad']",3,1,86,3188832,79.0,0.7829722591849055,0,67
439,"['rerp', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk']",3,2,50,1790134,79.33333333333333,0.7898556104572055,0,92
440,"['rerp', 'trrp', 'gad', 'regad', 'trgad', 'mk', 'ctwav']",2,2,53,494348,72.83333333333333,0.7214781244689711,0,128
441,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'trgad', 'remk']",3,2,94,6248662,82.0,0.8146846201630605,0,85
442,"['rerp', 'trrp', 'regas', 'regad', 'mk', 'remk']",2,2,47,391764,68.0,0.6666325146750169,0,129
443,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad']",3,1,94,3826588,81.0,0.8054410532906966,0,68
444,"['rp', 'trrp', 'regas', 'trgas', 'gad', 'remk', 'trmk']",4,3,65,17394243,80.0,0.796040825648164,0,147
445,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'remk']",3,1,94,3826588,82.16666666666667,0.8175812793232703,0,66
446,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk']",3,2,94,6239450,80.16666666666667,0.7950768520169965,0,88
447,"['rerp', 'gas', 'regas', 'trgas', 'gad', 'remk', 'ctwav']",3,1,72,2257602,80.83333333333333,0.8013557255973462,0,69
448,"['rerp', 'regas', 'mk', 'remk', 'trmk', 'ctwav']",4,2,40,4641600,75.83333333333333,0.7500679008514853,0,104
449,"['rp', 'gas', 'regas', 'trgad', 'mk', 'trmk', 'ctwav']",2,2,25,123026,62.5,0.5915768267116722,0,116
450,"['regas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'ctwav']",2,2,21,90204,56.5,0.5308883445590201,0,117
451,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'trmk']",3,2,94,6257874,82.16666666666667,0.8189505752275745,0,91
452,"['rerp', 'trrp', 'regas', 'trgas', 'regad', 'trgad']",4,1,29,1622392,81.16666666666667,0.8086312204145695,0,81
453,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,1,93,3831194,82.16666666666667,0.8173524009866384,0,70
454,"['rp', 'rerp', 'gas', 'regad', 'remk']",2,1,39,168130,65.5,0.64341899439975,0,85
455,"['rp', 'rerp', 'trrp', 'regas', 'gad', 'mk']",2,1,68,466183,77.16666666666667,0.7665080554046094,0,84
456,"['rerp', 'trgas', 'gad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,29,222186,66.83333333333333,0.6507386594911498,0,155
457,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",3,2,44,1400382,77.5,0.7679028258239122,0,92
458,"['rp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'remk', 'trmk']",2,3,46,507036,73.66666666666667,0.7345101365707773,0,148
459,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,1,96,3994116,82.16666666666667,0.8149264353326138,0,68
460,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,2,92,5992526,82.5,0.8189978048566352,0,88
461,"['rp', 'trgad', 'remk', 'ctwav']",3,3,45,2094588,76.33333333333333,0.754561785273467,0,108
462,"['rerp', 'gas', 'regas', 'trgas', 'gad']",3,3,89,7939701,81.16666666666667,0.8048446694033247,0,108
463,"['rp', 'rerp', 'trrp', 'trgas', 'mk', 'remk', 'ctwav']",3,1,94,3821982,81.33333333333333,0.8092349802598153,0,68
464,"['rerp', 'regas', 'trgas', 'trgad', 'mk', 'remk']",4,1,96,16298724,81.33333333333333,0.8067219033851487,0,86
465,"['rp', 'gas', 'regad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",4,1,83,12502599,78.5,0.7809336734941122,0,78
466,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'trgad', 'mk', 'trmk', 'ctwav']",3,2,44,1400382,77.0,0.763530266607702,0,94
467,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,2,95,6520332,83.33333333333333,0.8289272449381483,0,93
468,"['rp', 'rerp', 'regas', 'gad', 'mk', 'remk', 'ctwav']",3,1,83,3060243,80.33333333333333,0.7955067723353157,0,67
469,"['rerp', 'regas', 'gad', 'remk', 'ctwav']",4,2,39,4639640,80.83333333333333,0.8043101325259607,0,104
470,"['rerp', 'gas', 'trgad', 'mk', 'remk', 'trmk']",3,2,35,936510,79.33333333333333,0.7910137335381647,0,161
471,"['rerp', 'trrp', 'regas', 'regad', 'trgad', 'remk']",4,1,39,2864450,80.0,0.7931493662627619,0,76
472,"['rerp', 'gas', 'regas', 'trgas', 'gad', 'regad', 'mk']",4,3,59,14386635,80.16666666666667,0.795871182952991,0,146
473,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'remk', 'trmk', 'ctwav']",3,1,95,3994116,81.33333333333333,0.8087096745454533,0,71
474,"['rp', 'rerp', 'regas', 'trgas', 'gad', 'trgad', 'mk', 'ctwav']",2,1,23,68718,56.666666666666664,0.5301711105867734,0,87
475,"['regas', 'trgas', 'gad', 'trgad', 'mk', 'remk', 'trmk', 'ctwav']",2,1,60,372585,72.66666666666667,0.7207119965708717,0,86
476,"['rp', 'gas', 'regas', 'gad', 'trgad', 'mk', 'ctwav']",4,3,70,19558076,80.33333333333333,0.7944725515544268,0,155
477,"['rp', 'regas', 'regad', 'mk', 'ctwav']",2,2,80,1053460,68.5,0.6798391800563695,0,69
478,"['rerp', 'trrp', 'regas', 'gad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,38,349212,70.16666666666667,0.6950807352333016,0,162
479,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",3,1,88,3359174,81.0,0.805526657180682,0,67
480,"['rerp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk', 'ctwav']",3,1,94,3826588,82.0,0.8135004641851121,0,67
481,"['gas', 'regas', 'trgad', 'mk', 'trmk']",2,2,66,722858,78.16666666666667,0.7752422067271306,0,116
482,"['rerp', 'gas', 'trgas', 'regad', 'trgad', 'mk']",4,3,70,19554646,79.33333333333333,0.7866417531195765,0,147
483,"['trrp', 'gas', 'gad', 'regad', 'mk']",4,2,60,10389030,78.0,0.7737386090301017,0,104
484,"['rp', 'regas', 'trgas', 'regad', 'remk', 'trmk', 'ctwav']",4,3,23,2330658,77.66666666666667,0.7673993578673213,0,147
485,"['rp', 'rerp', 'gas', 'gad', 'trgad']",4,2,76,16634750,80.83333333333333,0.8037107737339262,0,105
486,"['rerp', 'gas', 'regas', 'gad', 'trgad', 'ctwav']",3,2,89,5723384,82.5,0.8196707849117325,0,98
487,"['rp', 'rerp', 'trrp', 'regas', 'trgas', 'gad', 'remk']",3,1,88,3354862,80.5,0.8007300618883268,0,67
488,"['rp', 'gas', 'trgas', 'trgad', 'remk', 'trmk', 'ctwav']",3,1,95,3984708,79.33333333333333,0.7889836189196803,0,67
489,"['rp', 'gas', 'trgas', 'trmk', 'ctwav']",2,2,51,454722,72.66666666666667,0.7193219468991131,0,117
490,"['rp', 'trrp', 'regas', 'gad', 'trgad', 'mk', 'ctwav']",4,2,76,16642198,79.66666666666667,0.7876334761903815,0,107
491,"['rp', 'trrp', 'trgas', 'regad', 'remk', 'trmk', 'ctwav']",2,3,56,736978,73.0,0.7291491021613539,0,161
492,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,3,95,9046548,82.0,0.8148188032173426,0,118
493,"['rp', 'regas', 'trgas', 'trgad', 'mk', 'trmk', 'ctwav']",2,1,26,77949,61.5,0.5867182223020034,0,84
494,"['rerp', 'gas', 'regas', 'trgas', 'mk', 'remk']",3,1,94,3817376,78.0,0.7749354990280753,0,66
495,"['trrp', 'trgas', 'trgad', 'mk', 'remk']",2,1,67,462851,77.5,0.7687916001711889,0,85
496,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'remk']",4,2,94,25428328,81.16666666666667,0.8062610474233842,0,125
497,"['trrp', 'gas', 'trgas', 'gad', 'regad', 'mk', 'remk']",3,1,16,122728,73.66666666666667,0.7338932283614715,0,113
498,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'mk', 'remk', 'ctwav']",3,2,95,6529740,82.66666666666667,0.82178993129508,0,93
499,"['rerp', 'gas', 'regas', 'trgas', 'trgad', 'remk', 'ctwav']",2,2,12,30318,34.5,0.2588344407869397,0,115
500,"['rerp', 'regas', 'regad', 'mk', 'trmk', 'ctwav']",4,1,26,1223769,75.5,0.7477581556738463,0,74
501,"['rp', 'regad', 'trgad', 'mk', 'remk', 'trmk']",2,1,51,279131,69.5,0.6856981038571764,0,86
502,"['rp', 'rerp', 'gas', 'trgas', 'gad', 'regad', 'remk', 'trmk']",3,2,53,2086322,76.66666666666667,0.7619330765080529,0,99
503,"['trrp', 'trgas', 'gad', 'regad', 'remk']",4,2,84,20306346,79.83333333333333,0.7942468833313601,0,104
504,"['rp', 'trrp', 'gas', 'trgas', 'regad', 'trgad', 'ctwav']",4,3,18,1319895,78.83333333333333,0.7804053614952009,0,146
505,"['trrp', 'ctwav']",2,2,88,1257096,70.5,0.6958326273859854,0,66
506,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'mk', 'remk', 'ctwav']",4,2,38,4197748,81.0,0.8041267225393621,0,123
507,"['rerp', 'gas', 'regas', 'trgad', 'ctwav']",4,3,57,13441341,80.83333333333333,0.8040731694719784,0,147
508,"['rerp', 'trrp', 'regas', 'trgas', 'gad', 'regad', 'mk', 'remk', 'ctwav']",3,2,77,4320284,79.83333333333333,0.7938447425529804,0,92
509,"['rp', 'rerp', 'gas', 'regas', 'trgas', 'mk', 'remk']",3,1,93,3821982,80.66666666666667,0.8032527986721238,0,67
510,"['trrp', 'regas', 'trgas', 'regad', 'trgad', 'mk']",2,2,60,603450,72.16666666666667,0.7167589414896702,0,116
511,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'mk', 'remk']",3,2,93,6257874,82.5,0.8193184516323229,0,93
512,"['rerp', 'gas', 'gad', 'trgad', 'ctwav']",3,1,86,3197260,81.83333333333333,0.8134548438812831,0,60
513,"['rp', 'trrp', 'trgas', 'gad', 'trmk', 'ctwav']",2,2,64,684124,76.83333333333333,0.7607499082490558,0,121
514,"['rp', 'rerp', 'gas', 'trgas', 'gad', 'trmk', 'ctwav']",3,3,62,3793482,74.0,0.7327836282242431,0,110
515,"['rp', 'trrp', 'gad', 'regad', 'mk', 'remk', 'trmk', 'ctwav']",2,3,94,2037626,74.83333333333333,0.7399518806933018,0,94
516,"['rp', 'gas', 'trgas', 'trgad', 'trmk', 'ctwav']",4,3,38,5796398,79.16666666666667,0.7868104244633387,0,156
517,"['trrp', 'regas', 'regad', 'trgad', 'mk', 'remk', 'trmk']",4,3,60,14386635,78.83333333333333,0.7798205220003802,0,174
518,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'gad', 'mk', 'trmk']",2,3,42,423429,68.5,0.6721783020489778,0,188
519,"['gas', 'gad', 'remk', 'trmk']",3,2,35,932982,75.0,0.7432886762564532,0,166
520,"['gas', 'regas', 'trgas', 'gad', 'mk', 'remk']",3,3,80,6286720,79.16666666666667,0.7854715712688521,0,125
521,"['rp', 'gas', 'trmk', 'ctwav']",4,3,16,1044176,77.83333333333333,0.7683637366830932,0,165
522,"['rerp', 'trrp', 'gas', 'regas', 'trgas', 'gad', 'trgad', 'mk', 'remk', 'trmk']",3,1,88,3367798,81.5,0.8101371015726916,0,77
523,"['rp', 'gas', 'gad']",4,3,24,2325954,78.33333333333333,0.7747684061998237,0,162
524,"['rp', 'rerp', 'trrp', 'gas', 'regas', 'trgas', 'mk', 'remk', 'ctwav']",3,2,95,6520332,81.66666666666667,0.809251192675947,0,102
